title,company,salary,location,summary
ML and AI Engineer,Nigel Frank International Limited,"£55,000 - £65,000 a year",Birmingham•Remote,"
Creating and utilising algorithms and models to mine big data stores, improve models, and clean data for uniformity and accuracy.
"
Global AI & IOT Offering Lead,Avanade,,Coventry,"
Working knowledge and experience of data science/AI practices and processes including building industry relevant data sets, machine learning, predictive…
"
Data Scientist,Industrious Recruitment Ltd,£16.14 - £19.69 an hour,Leamington Spa CV31,"
Extensive experience using databases and data analysis tools.
Significant experience processing large scientific data sets accurately.
"
Machine Learning Engineer,Harnham,"£65,000 - £75,000 a year",Birmingham,"
Collaborating with data scientists to build a machine learning environment.
Using your knowledge of data to develop big data solutions.
"
Lead Analytics Engineer,Codeweavers,,Stafford,"
Knowledge of data science practises.
Maintaining & improving the architecture of our data pipeline.
Working closely with your product delivery team, you will…
"
Senior AI/ML Engineer,Kainos,,Birmingham,"
Proficient applying mathematics principles to gain insight from data.
Experience in cleansing, filtering and re-factoring complex data from different sources.
"
AI/Machine Learning Specialist,Harnham,"£50,000 - £60,000 a year",Birmingham,"
Provide technical leadership on data ingestion from a variety of sources e.g. quantitative, qualitative for analytics, and insight.
"
Digital Media Analytics Manager,Harnham,"£50,000 - £68,000 a year",Birmingham,"
Leverage Data Science techniques to evaluate Digital Media performance; collating and mining data sets from a variety of sources using appropriate statistical…
"
HR Data Scientist,Jonathan Lee Recruitment Ltd,£28.11 an hour,Coventry,"
Drive the upskilling of HR colleagues in data understanding, interpretation and insights to enable effective data driven processes and decisions.
"
ML Engineer,Harnham,"£45,000 - £65,000 a year",Birmingham,"
Productionise tactical data feeds, including documentation, whilst actively identifying new data sources.
Experience in the big data domain.
"
newData Scientist,Lumilinks,"£30,000 - £40,000 a year",United Kingdom•Remote,"
This job would suit a junior level data analyst/scientist with 2+ years SQL and/or visualisation experience.
You must have a keen interest in data understanding…
"
AI & ML Specialist,Harnham,"£55,000 - £65,000 a year",Birmingham,"
Mine and analyse huge data sets, working on a range of projects at any one time, leveraging advanced data science techniques.
"
Interactive AI Senior Specialist - Data & AI Solutions,Datatech Analytics,,Birmingham,"
Collaborate with multiple Customer Facing Units, technology, legal and R&D teams to ensure safe development of AI and data science applications, with…
"
"Cloud & Data Ops Engineer - Data Analytics, IT Business Serv...",Deloitte,,Birmingham,"
This will include ensuring appropriate data ownership and custodianship.
Your role will focus on helping our client-facing teams to architect and engineer a…
"
Senior Machine Learning Engineer,Harnham,"£65,000 - £75,000 a year",Birmingham,"
Collaborating with data scientists to build a machine learning environment.
Using your knowledge of data to develop big data solutions.
"
ML and AI Engineer,Nigel Frank International Limited,"£55,000 - £65,000 a year",Birmingham•Remote,"
Creating and utilising algorithms and models to mine big data stores, improve models, and clean data for uniformity and accuracy.
"
Global AI & IOT Offering Lead,Avanade,,Coventry,"
Working knowledge and experience of data science/AI practices and processes including building industry relevant data sets, machine learning, predictive…
"
Data Scientist,Industrious Recruitment Ltd,£16.14 - £19.69 an hour,Leamington Spa CV31,"
Extensive experience using databases and data analysis tools.
Significant experience processing large scientific data sets accurately.
"
Machine Learning Engineer,Harnham,"£65,000 - £75,000 a year",Birmingham,"
Collaborating with data scientists to build a machine learning environment.
Using your knowledge of data to develop big data solutions.
"
Lead Analytics Engineer,Codeweavers,,Stafford,"
Knowledge of data science practises.
Maintaining & improving the architecture of our data pipeline.
Working closely with your product delivery team, you will…
"
Senior AI/ML Engineer,Kainos,,Birmingham,"
Proficient applying mathematics principles to gain insight from data.
Experience in cleansing, filtering and re-factoring complex data from different sources.
"
AI/Machine Learning Specialist,Harnham,"£50,000 - £60,000 a year",Birmingham,"
Provide technical leadership on data ingestion from a variety of sources e.g. quantitative, qualitative for analytics, and insight.
"
Digital Media Analytics Manager,Harnham,"£50,000 - £68,000 a year",Birmingham,"
Leverage Data Science techniques to evaluate Digital Media performance; collating and mining data sets from a variety of sources using appropriate statistical…
"
HR Data Scientist,Jonathan Lee Recruitment Ltd,£28.11 an hour,Coventry,"
Drive the upskilling of HR colleagues in data understanding, interpretation and insights to enable effective data driven processes and decisions.
"
ML Engineer,Harnham,"£45,000 - £65,000 a year",Birmingham,"
Productionise tactical data feeds, including documentation, whilst actively identifying new data sources.
Experience in the big data domain.
"
newData Scientist,Lumilinks,"£30,000 - £40,000 a year",United Kingdom•Remote,"
We’ve got massive plans to disrupt the data industry and we are looking for a quick-learning, curious, and creative thinking data scientist and analysts to join…
"
AI & ML Specialist,Harnham,"£55,000 - £65,000 a year",Birmingham,"
Mine and analyse huge data sets, working on a range of projects at any one time, leveraging advanced data science techniques.
"
Interactive AI Senior Specialist - Data & AI Solutions,Datatech Analytics,,Birmingham,"
Expertise in working with large data sets (e.g. network logs),.
Collaborate with multiple Customer Facing Units, technology, legal and R&D teams to ensure safe…
"
"Cloud & Data Ops Engineer - Data Analytics, IT Business Serv...",Deloitte,,Birmingham,"
This will include ensuring appropriate data ownership and custodianship.
This is an exciting opportunity to be a key part of our team’s future and drive…
"
Senior Machine Learning Engineer,Harnham,"£65,000 - £75,000 a year",Birmingham,"
Collaborating with data scientists to build a machine learning environment.
Using your knowledge of data to develop big data solutions.
"
ML and AI Engineer,Nigel Frank International Limited,"£55,000 - £65,000 a year",Birmingham•Remote,"
Creating and utilising algorithms and models to mine big data stores, improve models, and clean data for uniformity and accuracy.
"
Global AI & IOT Offering Lead,Avanade,,Coventry,"
Working knowledge and experience of data science/AI practices and processes including building industry relevant data sets, machine learning, predictive…
"
Data Scientist,Industrious Recruitment Ltd,£16.14 - £19.69 an hour,Leamington Spa CV31,"
Extensive experience using databases and data analysis tools.
Significant experience processing large scientific data sets accurately.
"
Machine Learning Engineer,Harnham,"£65,000 - £75,000 a year",Birmingham,"
Collaborating with data scientists to build a machine learning environment.
Using your knowledge of data to develop big data solutions.
"
Lead Analytics Engineer,Codeweavers,,Stafford,"
Knowledge of data science practises.
Maintaining & improving the architecture of our data pipeline.
Working closely with your product delivery team, you will…
"
Senior AI/ML Engineer,Kainos,,Birmingham,"
Proficient applying mathematics principles to gain insight from data.
Experience in cleansing, filtering and re-factoring complex data from different sources.
"
AI/Machine Learning Specialist,Harnham,"£50,000 - £60,000 a year",Birmingham,"
Provide technical leadership on data ingestion from a variety of sources e.g. quantitative, qualitative for analytics, and insight.
"
Digital Media Analytics Manager,Harnham,"£50,000 - £68,000 a year",Birmingham,"
Leverage Data Science techniques to evaluate Digital Media performance; collating and mining data sets from a variety of sources using appropriate statistical…
"
HR Data Scientist,Jonathan Lee Recruitment Ltd,£28.11 an hour,Coventry,"
Drive the upskilling of HR colleagues in data understanding, interpretation and insights to enable effective data driven processes and decisions.
"
ML Engineer,Harnham,"£45,000 - £65,000 a year",Birmingham,"
Productionise tactical data feeds, including documentation, whilst actively identifying new data sources.
Experience in the big data domain.
"
